OTU.rep	Domain	Phylum	Class	Order	Family	Genus
HQ671921.1.1443	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
AACY020490277.719.2228	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group
EF574657.1.1483	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS4 marine group
AACY020371335.89.1595	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
EU803166.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
EU803169.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
JQ221732.1.914	Archaea	Thaumarchaeota	Marine Group I	NA	NA	NA
EU802302.1.1503	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EU802606.1.1200	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
GU145420.1.1491	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group
EU799440.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	NA
AY663999.1.1259	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
HQ671905.1.1452	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
EU803064.1.1484	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
DQ009253.1.1978	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802466.1.1293	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EU803176.1.1376	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus
EU803155.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
EU800581.1.1375	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
AY663895.1.1212	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU237402.1.1311	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
AACY020564058.27.1569	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
AY726977.1.1207	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
GU235719.1.1348	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
GU230411.1.1482	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	NA
JN166197.1.1454	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
DQ156396.1.1264	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	NA
KC003249.1.1324	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EF572668.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 3	NA
EF574788.1.1492	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS4 marine group
EF572101.1.1517	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
AY726892.1.1217	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169 marine group
GQ337098.1.1445	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169 marine group
JN233157.1.1397	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
AY664061.1.1231	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
JX945345.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EF574626.1.1492	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS4 marine group
DQ009458.1.2068	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
GQ337163.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	NA
EU802612.1.1434	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
AJXC01007386.664.1844	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	NA
EU804538.1.1487	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
EF573689.1.1488	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EF572097.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
GU941059.1.1365	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus
AY726885.1.1230	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EF573369.1.1458	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116 clade	NA	NA
AACY020552977.734.2233	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
EU802819.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU802487.1.1368	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EU802969.1.1417	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802978.1.1396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
EU686628.16674.18140	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group III	NA
HQ673514.1.1438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
FJ744956.1.1371	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group
EF573463.1.1480	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	NA
GQ349960.1.1356	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
AY664136.1.1218	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
GU061453.1.1514	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
HQ672023.1.1447	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
GU061586.1.1437	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
EU802945.1.1378	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
FR683900.1.1492	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	SAR92 clade
DQ156480.1.1271	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group III	NA
EU802502.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	NA
DQ071172.1.1397	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU268116.1.1462	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
FN435231.1.1514	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EU802292.1.1292	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU802790.1.1266	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus
EU010164.1.1471	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
EU803100.1.1442	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
AY663890.1.1225	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
HQ673941.1.1251	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	NA
EU803123.1.1448	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus
AANC01000011.208.1734	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella
EU802438.1.1489	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	NA	NA
EF573025.1.1502	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS4 marine group
EU802565.1.1482	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
EU802968.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EF572745.1.1469	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
GU061825.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EF573115.1.1498	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EU802924.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
KC003178.1.1230	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus
GU061789.1.1436	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
GQ349357.1.1386	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group
EF646132.1.1480	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	NA
EU802515.1.1370	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU801608.1.1362	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Candidatus Pelagibacter
JN233016.1.1438	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EF572123.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
EU802831.1.1482	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU802892.1.1378	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
AY726942.1.1230	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
EU803119.1.1440	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802374.1.1489	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
HQ163255.1.1374	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	JL-ETNP-Y6	NA
HQ673841.1.1523	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
EU802696.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
AB193901.1.1435	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
HQ672283.1.1257	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802901.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU800195.1.1400	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
FQ032825.6410.7925	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	NA
JX016471.1.1438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
EF574859.1.1503	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EU800190.1.1369	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Candidatus Pelagibacter
GU940994.1.1354	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
HQ672830.1.1436	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	NA
DQ906760.1.1497	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Arenicella
EU802637.1.1438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
AY663945.1.1231	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
EU237310.1.1309	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	NA
HQ674329.1.1524	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
EU802666.1.1436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
HQ672799.1.1447	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EU802587.1.1484	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU686604.16726.18273	Bacteria	Verrucomicrobia	Arctic97B-4 marine group	NA	NA	NA
EU802911.1.1434	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
EF572288.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	NA	NA
KC003238.1.1354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169 marine group
HQ673916.1.1435	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	NA
EU919781.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	uncultured
EF574651.1.1468	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
EF575050.1.1464	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
AF098371.1.1444	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
EU803080.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EF574040.1.1487	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
GU061386.1.1471	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
HQ673751.1.1453	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18 freshwater group	NA
EU802383.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
EU803152.1.1452	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EF573375.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
GU941055.1.1253	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
EU802670.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EF061412.1.1442	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
AB193879.1.1436	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
FR683618.1.1414	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU803074.1.1452	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
HQ673461.1.1475	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	JL-ETNP-Y6	NA
EU801050.1.1438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Chesapeake-Delaware Bay	NA
EU802459.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
JQ062671.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU010217.1.1417	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
AF382133.1.1488	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU805172.1.1447	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
HQ673904.1.1436	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
AACY020551516.3485.4953	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 4	NA
GU234909.1.1324	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802973.1.1271	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus
EU802380.1.1440	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
HQ673270.1.1522	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
EU544748.1.1454	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU802319.1.1452	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus
EU802436.1.1350	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU803075.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EU802678.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
HQ672805.1.1482	Bacteria	Chloroflexi	SAR202 clade	NA	NA	NA
EU802680.1.1438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EF572151.1.1467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
EU799106.1.1438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
EU801209.1.1437	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EF573332.1.1428	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
AB193967.1.1440	Archaea	Thaumarchaeota	Marine Group I	NA	NA	NA
EF573230.1.1478	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
FJ545507.1.1456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade OCT lineage
JN166247.1.1530	Bacteria	Verrucomicrobia	Arctic97B-4 marine group	NA	NA	NA
EU802768.1.1494	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
GU940754.1.1275	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18 freshwater group	NA
HQ672002.1.1448	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EU802835.1.1505	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
HQ672662.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Candidatus Pelagibacter
HQ672813.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	Candidatus Pelagibacter
HQ673228.1.1451	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
FR684960.1.1420	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU795215.10977.12472	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EU802317.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
HQ242546.1.1435	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
HQ673078.1.1511	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
EF572504.1.1492	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
EU800729.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169 marine group
EU802926.1.1368	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EU800350.1.1365	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802720.1.1395	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU803168.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
EU802371.1.1372	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
HQ672748.1.1471	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
EU803194.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
HQ672746.1.1512	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
EU802664.1.1435	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EF572113.1.1462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
AY664189.1.1285	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
HQ673882.1.1474	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EF575193.1.1476	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EF574684.1.1421	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
EU803088.1.1260	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
JN177586.1.1440	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802867.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EU802972.1.1300	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
HQ673606.1.1474	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	JL-ETNP-Y6	NA
EU802366.1.1420	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
AB193916.1.1438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802260.1.1452	Bacteria	Proteobacteria	Elev-16S-509	NA	NA	NA
HQ242617.1.1454	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
GQ337204.1.1522	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
KC001780.1.1314	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
U71109.1.1350	Archaea	Thaumarchaeota	Marine Group I	NA	NA	NA
JX206777.1.1466	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
EU802530.1.1389	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
JN117275.38398.39880	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
HQ242379.1.1434	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU802452.1.1269	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
HQ672328.1.1435	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
HQ674623.1.1540	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EF572280.1.1488	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Owenweeksia
EU805000.1.1468	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
HQ672273.1.1437	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Deep 1	NA
EU802815.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	NA
GQ347972.1.1323	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EF574734.1.1477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured
FJ745176.1.1372	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Owenweeksia
AACY020556376.977.2486	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NS5 marine group
EU802809.1.1254	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
EF574604.1.1446	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
JX945325.1.1419	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43 clade
EU802355.1.1369	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	NA
HQ241942.1.1447	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	NA
FJ745180.1.1374	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	NA
EU802536.1.1438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
JQ678385.1.1530	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	SAR406 clade(Marine group A)	NA
FR684345.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
GQ377778.1.1232	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
FJ999606.1.1357	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus
EF572453.1.1464	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EU802457.1.1432	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
HQ674163.1.1495	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
EU803003.1.1436	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA
EF572784.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EF573122.1.1485	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
FR685627.1.1379	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	NA
EU237456.1.1310	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
